url,locale,routeType,sourceFile,status,indexableExpected,canonical,hreflangOk,htmlLang,title,description,h1,schema,sitemapExpected,sitemapFound,bodyLanguageOk,notes
"/ru/help","ru","core","app/[locale]/help/page.tsx","200","true","https://dordoi.help/ru/help","true","ru","Помощь и инструкции — Dordoi.help | Dordoi.help","Как искать поставщиков в каталоге, связаться с продавцом, добавить магазин через Telegram-бота и написать в поддержку.","Помощь и инструкции","present","true","true","true",""
"/ru/faq","ru","core","app/[locale]/faq/page.tsx","200","true","https://dordoi.help/ru/faq","true","ru","FAQ Dordoi.help — поставщики, контакты, байеры и карго | Dordoi.help","Ответы на частые вопросы о Dordoi.help: как найти поставщика Дордой, открыть контакты, работать с байером, карго и продавцам попасть в каталог.","FAQ по Dordoi.help","present","true","true","true",""
"/ru/dordoi-kazakhstan","ru","core","app/[locale]/dordoi-kazakhstan/page.tsx","200","true","https://dordoi.help/ru/dordoi-kazakhstan","true","ru","Дордой Казахстан — поставщики, оптовая закупка и доставка | Dordoi.help","Как покупателям из Казахстана искать поставщиков на рынке Дордой: категории, байеры, карго и закупка оптом через Dordoi.help.","Дордой для Казахстана: поставщики, опт и доставка","present","true","true","true",""
"/ru/dordoi-uzbekistan","ru","core","app/[locale]/dordoi-uzbekistan/page.tsx","200","true","https://dordoi.help/ru/dordoi-uzbekistan","true","ru","Дордой Узбекистан — поставщики, закупка и карго | Dordoi.help","Страница для покупателей из Узбекистана: как найти поставщика на Дордое, выбрать категорию, подключить байера и обсудить карго.","Дордой для Узбекистана: поставщики и закупка оптом","present","true","true","true",""
"/ru/dordoi-tajikistan","ru","core","app/[locale]/dordoi-tajikistan/page.tsx","200","true","https://dordoi.help/ru/dordoi-tajikistan","true","ru","Дордой Таджикистан — оптовая закупка и доставка | Dordoi.help","Как покупателям из Таджикистана искать поставщиков на рынке Дордой, работать с байером и организовать доставку партии.","Дордой для Таджикистана: оптовая закупка и доставка","present","true","true","true",""
"/ru/dordoi-russia","ru","core","app/[locale]/dordoi-russia/page.tsx","200","true","https://dordoi.help/ru/dordoi-russia","true","ru","Дордой Россия — поставщики, опт и доставка товаров | Dordoi.help","Покупателям из России: как искать поставщиков на Дордое, выбирать категории, работать с байером и планировать доставку.","Дордой для России: оптовая закупка через каталог","present","true","true","true",""
"/ru/dordoi-kyrgyzstan","ru","core","app/[locale]/dordoi-kyrgyzstan/page.tsx","200","true","https://dordoi.help/ru/dordoi-kyrgyzstan","true","ru","Дордой Кыргызстан — рынок Дордой Бишкек и каталог поставщиков | Dordoi.help","Локальная страница для Кыргызстана: рынок Дордой в Бишкеке, поставщики, категории, байеры, карго и каталог Dordoi.help.","Дордой Кыргызстан: рынок в Бишкеке и каталог поставщиков","present","true","true","true",""
"/ru/contact","ru","core","app/[locale]/contact/page.tsx","200","true","https://dordoi.help/ru/contact","true","ru","Контакты — Dordoi.help | Dordoi.help","Служба поддержки Dordoi.help: Telegram, email и время работы. Администрация каталога не продает товары — вопросы по заказам задавайте продавцу.","Контакты","present","true","true","true",""
"/ru/privacy","ru","core","app/[locale]/privacy/page.tsx","200","true","https://dordoi.help/ru/privacy","true","ru","Политика конфиденциальности — Dordoi.help | Dordoi.help","Как Dordoi.help собирает и обрабатывает персональные данные: каталог, продавцы и покупатели.","Политика конфиденциальности","present","true","true","true",""
"/ru/terms","ru","core","app/[locale]/terms/page.tsx","200","true","https://dordoi.help/ru/terms","true","ru","Условия использования — Dordoi.help | Dordoi.help","Тарифы, подписки $10/мес, размещение байера $400 за 3 месяца, возвраты, Lemon Squeezy и ограничение ответственности Dordoi.help.","Условия использования (Terms of Service)","present","true","true","true",""
"/ru/refund","ru","core","app/[locale]/refund/page.tsx","200","true","https://dordoi.help/ru/refund","true","ru","Политика возвратов — Dordoi.help | Dordoi.help","Возврат за подписку $10 и размещение байера $400 за 3 месяца, физические товары, отмена подписки Lemon Squeezy, ошибочные списания.","Политика возвратов (Refund Policy)","present","true","true","true",""
"/ru/kargo-dordoi","ru","core","app/[locale]/kargo-dordoi/page.tsx","200","true","https://dordoi.help/ru/kargo-dordoi","true","ru","Карго Дордой — доставка товаров с рынка Дордой | Dordoi.help","Карго Дордой и доставка товаров из Бишкека. Узнайте, как найти байера, поставщика и организовать доставку через сервис Dordoi.help.","Карго Дордой: доставка товаров из Бишкека","present","true","true","true",""
"/ru/dordoi-optom","ru","core","app/[locale]/dordoi-optom/page.tsx","200","true","https://dordoi.help/ru/dordoi-optom","true","ru","Дордой оптом — товары, поставщики и закупка в Бишкеке | Dordoi.help","Дордой оптом: категории товаров, поставщики, байеры и закупка через каталог Dordoi.help для покупателей из Кыргызстана и других стран.","Дордой оптом: товары, поставщики и закупка через каталог","present","true","true","true",""
"/ru/rynok-bishkek","ru","core","app/[locale]/rynok-bishkek/page.tsx","200","true","https://dordoi.help/ru/rynok-bishkek","true","ru","Рынок Бишкек - оптовые рынки, поставщики и Дордой | Dordoi.help","Гид по рынкам Бишкека для оптовых покупателей: где искать поставщиков, когда выбирать Дордой, как пользоваться каталогом Dordoi.help, байером и карго.","Рынок Бишкек: где искать поставщиков и оптовые товары","present","true","true","true",""
"/ru/rynok-dordoi","ru","core","app/[locale]/rynok-dordoi/page.tsx","200","true","https://dordoi.help/ru/rynok-dordoi","true","ru","Рынок Дордой Бишкек — поставщики, опт и каталог продавцов | Dordoi.help","Информация о рынке Дордой в Бишкеке: поставщики, оптовые категории, байеры, карго и каталог продавцов на Dordoi.help.","Рынок Дордой в Бишкеке: поставщики, опт и каталог продавцов","present","true","true","true",""
"/ru/categories/zhenskaya-odezhda-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/zhenskaya-odezhda-optom","true","ru","Женская одежда оптом Дордой — поставщики и продавцы | Dordoi.help","Поставщики женской одежды на рынке Дордой: оптовые продавцы, шоурумы и точки продаж. Найдите подходящего поставщика через каталог Dordoi.help.","Женская одежда оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/muzhskaya-odezhda-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/muzhskaya-odezhda-optom","true","ru","Мужская одежда оптом Дордой — поставщики рынка Дордой | Dordoi.help","Каталог поставщиков мужской одежды на рынке Дордой: оптовые продавцы, магазины и точки продаж для закупки товаров в Бишкеке.","Мужская одежда оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/detskaya-odezhda-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/detskaya-odezhda-optom","true","ru","Детская одежда оптом Дордой — поставщики и продавцы | Dordoi.help","Поставщики детской одежды на рынке Дордой: оптовые продавцы, магазины и точки продаж. Подберите поставщика через каталог Dordoi.help.","Детская одежда оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/nizhnee-bele-kupalniki-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/nizhnee-bele-kupalniki-optom","true","ru","Нижнее бельё и купальники оптом Дордой — поставщики | Dordoi.help","Оптовые поставщики нижнего белья, купальников и сопутствующих товаров на рынке Дордой. Каталог продавцов для закупки в Бишкеке.","Нижнее бельё и купальники оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/obuv-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/obuv-optom","true","ru","Обувь оптом Дордой — поставщики обуви на рынке Дордой | Dordoi.help","Поставщики обуви на рынке Дордой: женская, мужская и детская обувь оптом. Найдите продавца через каталог Dordoi.help.","Обувь оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/sumki-kozhgalantereya-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/sumki-kozhgalantereya-optom","true","ru","Сумки оптом Дордой — поставщики сумок и кожгалантереи | Dordoi.help","Каталог поставщиков сумок и кожгалантереи на рынке Дордой: оптовые продавцы, магазины и точки продаж для закупки в Бишкеке.","Сумки и кожгалантерея оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/aksessuary-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/aksessuary-optom","true","ru","Аксессуары оптом Дордой — поставщики рынка Дордой | Dordoi.help","Поставщики аксессуаров на рынке Дордой: оптовые продавцы, магазины и точки продаж. Найдите подходящего поставщика через Dordoi.help.","Аксессуары оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/tkani-shveynaya-furnitura-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/tkani-shveynaya-furnitura-optom","true","ru","Ткани и швейная фурнитура оптом Дордой — поставщики | Dordoi.help","Поставщики тканей и швейной фурнитуры на рынке Дордой. Каталог оптовых продавцов для закупки материалов и сопутствующих товаров.","Ткани и швейная фурнитура оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/tekstil-dlya-doma-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/tekstil-dlya-doma-optom","true","ru","Текстиль для дома оптом Дордой — поставщики | Dordoi.help","Поставщики домашнего текстиля на рынке Дордой: постельное бельё, полотенца, текстильные товары и другие позиции оптом.","Текстиль для дома оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/kosmetika-parfyumeriya-uhod-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/kosmetika-parfyumeriya-uhod-optom","true","ru","Косметика и парфюмерия оптом Дордой — поставщики | Dordoi.help","Поставщики косметики, парфюмерии и товаров для ухода на рынке Дордой. Каталог оптовых продавцов для закупки в Бишкеке.","Косметика, парфюмерия и уход оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/igrushki-tovary-dlya-detey-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/igrushki-tovary-dlya-detey-optom","true","ru","Игрушки и товары для детей оптом Дордой — поставщики | Dordoi.help","Каталог поставщиков игрушек и детских товаров на рынке Дордой. Найдите оптовых продавцов и точки продаж через Dordoi.help.","Игрушки и товары для детей оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/elektronika-mobilnye-aksessuary-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/elektronika-mobilnye-aksessuary-optom","true","ru","Электроника и мобильные аксессуары оптом Дордой | Dordoi.help","Поставщики электроники и мобильных аксессуаров на рынке Дордой: оптовые продавцы, магазины и точки продаж для закупки товаров.","Электроника и мобильные аксессуары оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/upakovka-torgovoe-oborudovanie","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/upakovka-torgovoe-oborudovanie","true","ru","Упаковка и торговое оборудование Дордой — поставщики | Dordoi.help","Поставщики упаковки и торгового оборудования для продавцов и оптовых покупателей на рынке Дордой в Бишкеке.","Упаковка и торговое оборудование для продавцов Дордой","present","true","true","true",""
"/ru/categories/tovary-dlya-doma-hoztovary-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/tovary-dlya-doma-hoztovary-optom","true","ru","Товары для дома и хозтовары оптом Дордой — поставщики | Dordoi.help","Поставщики товаров для дома и хозтоваров на рынке Дордой. Каталог оптовых продавцов для закупки бытовых товаров в Бишкеке.","Товары для дома и хозтовары оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/avtotovary-aksessuary-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/avtotovary-aksessuary-optom","true","ru","Автотовары и аксессуары оптом Дордой — поставщики | Dordoi.help","Поставщики автотоваров и аксессуаров на рынке Дордой: запчасти, автохимия, автозвук. Каталог оптовых продавцов в Бишкеке.","Автотовары и аксессуары оптом на рынке Дордой","present","true","true","true",""
"/ru/categories/sport-turizm-otdyh-optom","ru","category","app/[locale]/categories/[categorySlug]/page.tsx","200","true","https://dordoi.help/ru/categories/sport-turizm-otdyh-optom","true","ru","Спорт, туризм и отдых оптом Дордой — поставщики | Dordoi.help","Поставщики товаров для спорта, туризма и отдыха на рынке Дордой. Найдите оптовых продавцов через каталог Dordoi.help.","Товары для спорта, туризма и отдыха оптом на рынке Дордой","present","true","true","true",""
"/ru/blog","ru","blog_hub","app/[locale]/blog/page.tsx","200","true","https://dordoi.help/ru/blog","true","ru","Блог Dordoi.help — поставщики, опт, байеры и карго Дордой | Dordoi.help","Практические гиды Dordoi.help по рынку Дордой: как найти поставщика, купить оптом и организовать карго.","Блог Dordoi.help","present","true","true","true",""
"/ru/blog/kak-nayti-postavshchika-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-nayti-postavshchika-dordoi","true","ru","Как найти поставщика на Дордое — практический гид | Dordoi.help","Пошаговый гид для оптового покупателя: где искать поставщиков на Дордое, как сравнить карточки, когда нужен байер и какие вопросы задать до закупки.","Как найти поставщика на Дордое","present","true","true","true",""
"/ru/blog/kargo-dordoi-kak-rabotaet-dostavka","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kargo-dordoi-kak-rabotaet-dostavka","true","ru","Карго Дордой: как работает доставка товаров | Dordoi.help","Объясняем, как обычно строится доставка с рынка Дордой: поставщик, байер, упаковка, передача в карго, страна назначения и вопросы до отправки.","Карго Дордой: как работает доставка товаров","present","true","true","true",""
"/ru/blog/kak-kupit-optom-na-dordoe","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-kupit-optom-na-dordoe","true","ru","Как купить оптом на Дордое — инструкция для покупателя | Dordoi.help","Инструкция по оптовой закупке на рынке Дордой: выбор категории, поставщика, партии, байера, проверки и доставки.","Как купить оптом на Дордое","present","true","true","true",""
"/ru/blog/kak-proverit-postavshchika-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-proverit-postavshchika-dordoi","true","ru","Как проверить поставщика на Дордое перед закупкой | Dordoi.help | Dordoi.help","Практический чек-лист проверки поставщика на рынке Дордой: карточка, ассортимент, фото, партия, байер, оплата и передача в доставку.","Как проверить поставщика на Дордое перед закупкой","present","true","true","true",""
"/ru/blog/chek-list-zakupki-na-dordoe","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/chek-list-zakupki-na-dordoe","true","ru","Чек-лист закупки на Дордое для оптового покупателя | Dordoi.help | Dordoi.help","Подготовка к закупке на рынке Дордой: товар, бюджет, поставщики, вопросы, байер, карго и контроль первой партии.","Чек-лист закупки на Дордое","present","true","true","true",""
"/ru/blog/kak-sravnit-postavshchikov-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-sravnit-postavshchikov-dordoi","true","ru","Как сравнить поставщиков Дордой: критерии для покупателя | Dordoi.help | Dordoi.help","Критерии сравнения поставщиков Дордой: ассортимент, фото, MOQ, условия оплаты, проверка, байер и доставка.","Как сравнить поставщиков Дордой","present","true","true","true",""
"/ru/blog/kak-napisat-postavshchiku-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-napisat-postavshchiku-dordoi","true","ru","Как написать поставщику Дордой: вопросы и шаблон сообщения | Dordoi.help | Dordoi.help","Что написать поставщику Дордой после открытия контактов: короткий бриф, вопросы по товару, партии, фото, оплате и доставке.","Как написать поставщику Дордой","present","true","true","true",""
"/ru/blog/kak-zakupat-na-dordoe-udalenno","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-zakupat-na-dordoe-udalenno","true","ru","Как закупать на Дордое удаленно: поставщик, байер и карго | Dordoi.help | Dordoi.help","Удаленная закупка на рынке Дордой: как выбрать поставщика, подключить байера, проверить товар и организовать доставку.","Как закупать на Дордое удаленно","present","true","true","true",""
"/ru/blog/dostavka-s-dordoya-v-kazakhstan","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dostavka-s-dordoya-v-kazakhstan","true","ru","Доставка с Дордоя в Казахстан: как подготовить закупку | Dordoi.help | Dordoi.help","Как покупателю из Казахстана подготовить закупку на Дордое: поставщик, байер, упаковка, карго и вопросы до отправки.","Доставка с Дордоя в Казахстан","present","true","true","true",""
"/ru/blog/dostavka-s-dordoya-v-uzbekistan","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dostavka-s-dordoya-v-uzbekistan","true","ru","Доставка с Дордоя в Узбекистан: закупка и карго | Dordoi.help | Dordoi.help","Что учесть при закупке с рынка Дордой для Узбекистана: поставщики, байер, упаковка, проверка и доставка.","Доставка с Дордоя в Узбекистан","present","true","true","true",""
"/ru/blog/dostavka-s-dordoya-v-tajikistan","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dostavka-s-dordoya-v-tajikistan","true","ru","Доставка с Дордоя в Таджикистан: что учесть покупателю | Dordoi.help | Dordoi.help","Практический гид по закупке на Дордое для Таджикистана: выбор поставщика, проверка товара, байер и передача в карго.","Доставка с Дордоя в Таджикистан","present","true","true","true",""
"/ru/blog/dostavka-s-dordoya-v-russia","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dostavka-s-dordoya-v-russia","true","ru","Доставка с Дордоя в Россию: закупка, проверка и логистика | Dordoi.help | Dordoi.help","Как подготовить оптовую закупку с Дордоя для России: категория, поставщик, байер, упаковка, карго и контроль партии.","Доставка с Дордоя в Россию","present","true","true","true",""
"/ru/blog/kargo-dordoi-skolko-vremeni-zanimaet","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kargo-dordoi-skolko-vremeni-zanimaet","true","ru","Карго Дордой: сколько времени занимает доставка | Dordoi.help | Dordoi.help","От чего зависят сроки карго с Дордоя: направление, вес, объем, сборная партия, сезон, проверка и передача груза.","Карго Дордой: сколько времени занимает доставка","present","true","true","true",""
"/ru/blog/bayer-dordoi-kto-eto-i-zachem-nuzhen","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/bayer-dordoi-kto-eto-i-zachem-nuzhen","true","ru","Байер Дордой: кто это и зачем нужен покупателю | Dordoi.help | Dordoi.help","Кто такой байер на рынке Дордой, какие задачи он может закрывать и когда покупателю стоит использовать помощь на месте.","Байер Дордой: кто это и зачем нужен","present","true","true","true",""
"/ru/blog/kak-vybrat-bayera-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/kak-vybrat-bayera-dordoi","true","ru","Как выбрать байера на Дордое: критерии и вопросы | Dordoi.help | Dordoi.help","Как покупателю выбрать байера Дордой: опыт, отчетность, проверка товара, оплата, передача в карго и коммуникация.","Как выбрать байера на Дордое","present","true","true","true",""
"/ru/blog/bayer-dordoi-dlya-kazakhstana","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/bayer-dordoi-dlya-kazakhstana","true","ru","Байер Дордой для Казахстана: как организовать закупку | Dordoi.help | Dordoi.help","Как покупателю из Казахстана использовать байера на Дордое: поиск товара, проверка, фотоотчет, передача в карго.","Байер Дордой для Казахстана","present","true","true","true",""
"/ru/blog/bayer-ili-samostoyatelnaya-zakupka-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/bayer-ili-samostoyatelnaya-zakupka-dordoi","true","ru","Байер или самостоятельная закупка на Дордое: что выбрать | Dordoi.help | Dordoi.help","Сравнение самостоятельной закупки и работы через байера на рынке Дордой: плюсы, риски, когда какой вариант подходит.","Байер или самостоятельная закупка на Дордое","present","true","true","true",""
"/ru/blog/zhenskaya-odezhda-optom-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/zhenskaya-odezhda-optom-dordoi","true","ru","Женская одежда оптом на Дордое: как искать поставщика | Dordoi.help | Dordoi.help","Как искать женскую одежду оптом на рынке Дордой: категории, ассортимент, размерный ряд, сезонность, поставщики и карго.","Женская одежда оптом на Дордое","present","true","true","true",""
"/ru/blog/muzhskaya-odezhda-optom-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/muzhskaya-odezhda-optom-dordoi","true","ru","Мужская одежда оптом на Дордое: поставщики и закупка | Dordoi.help | Dordoi.help","Гид по закупке мужской одежды оптом на Дордое: ассортимент, размеры, сезон, поставщики, проверка и доставка.","Мужская одежда оптом на Дордое","present","true","true","true",""
"/ru/blog/detskaya-odezhda-optom-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/detskaya-odezhda-optom-dordoi","true","ru","Детская одежда оптом на Дордое: как закупать безопаснее | Dordoi.help | Dordoi.help","Как закупать детскую одежду оптом на рынке Дордой: размеры, сезонность, качество, поставщики, проверка и карго.","Детская одежда оптом на Дордое","present","true","true","true",""
"/ru/blog/obuv-optom-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/obuv-optom-dordoi","true","ru","Обувь оптом на Дордое: размеры, сезон и проверка | Dordoi.help | Dordoi.help","Гид по закупке обуви оптом на Дордое: размерный ряд, сезонность, качество, коробки, поставщики и доставка.","Обувь оптом на Дордое","present","true","true","true",""
"/ru/blog/sumki-optom-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/sumki-optom-dordoi","true","ru","Сумки оптом на Дордое: как выбрать поставщика | Dordoi.help | Dordoi.help","Как закупать сумки и кожгалантерею оптом на Дордое: модели, материалы, фурнитура, фото, поставщики и доставка.","Сумки оптом на Дордое","present","true","true","true",""
"/ru/blog/tkani-i-furnitura-dordoi","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/tkani-i-furnitura-dordoi","true","ru","Ткани и фурнитура на Дордое: закупка для швейного бизнеса | Dordoi.help | Dordoi.help","Как искать ткани и швейную фурнитуру на Дордое: состав, метраж, цвета, образцы, поставщики и доставка.","Ткани и фурнитура на Дордое","present","true","true","true",""
"/ru/blog/dordoi-optom-polnyy-gid","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dordoi-optom-polnyy-gid","true","ru","Дордой оптом: полный гид по закупке для покупателей СНГ | Dordoi.help | Dordoi.help","Как покупать оптом на рынке Дордой: категории, поставщики, контакты, байер, карго, цены и безопасная проверка перед первой партией.","Дордой оптом: полный гид для покупателей","present","true","true","true",""
"/ru/blog/dordoi-online-katalog-kak-polzovatsya","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dordoi-online-katalog-kak-polzovatsya","true","ru","Дордой онлайн каталог: как пользоваться Dordoi.help | Dordoi.help | Dordoi.help","Как пользоваться онлайн-каталогом Дордой: выбрать категорию, сравнить поставщиков, понять открытые данные и безопасно открыть контакты.","Дордой онлайн каталог: как пользоваться","present","true","true","true",""
"/ru/blog/dordoi-prais-listy-i-tseny-kak-utochnyat","ru","blog_guide","app/[locale]/blog/[slug]/page.tsx","200","true","https://dordoi.help/ru/blog/dordoi-prais-listy-i-tseny-kak-utochnyat","true","ru","Дордой прайс-листы и цены: как уточнять безопасно | Dordoi.help | Dordoi.help","Почему цены на Дордое меняются и как безопасно уточнять прайс-листы, наличие, партию, качество и доставку без фейковых цен.","Дордой прайс-листы и цены: как уточнять безопасно","present","true","true","true",""
